id;title
isess;International Symposium on Environmental Software Systems (ISESS)
ervr;The Engineering Reality of Virtual Reality (ERVR)
ecrts;Euromicro Conference on Real-Time Systems (ECRTS)
mue;International Conference on Multimedia and Ubiquitous Engineering (MUE)
dphoto;Digital Photography
acl2;International Workshop on the ACL2 Theorem Prover and Its Applications (ACL2)
atci;International Conference on Applications and Techniques in Cyber Intelligence (ATCI)
ifip6-2;IFIP International Conference on Network Control and Engineering for QoS Security and Mobility (Net-Con)
esann;The European Symposium on Artificial Neural Networks (ESANN)
icadlt;International Conference on Advanced Logistics and Transport (ICALT)
nas;IEEE International Conference on Networking Architecture and Storages (NAS)
ghtc;IEEE Global Humanitarian Technology Conference (GHTC)
notere;NOuvelles TEchnologies de la REpartition (NOTERE)
iwinac;International Work-Conference on the Interplay Between Natural and Artificial Computation (IWINAC)
eScience;IEEE International Conference on e-Science (E-Science)
ciise;INCOSE Italia Conference on Systems Engineering (CIISE)
iotsms;International Conference on Internet of Things Systems Management and Security (IoTSMS)
aisadm;Autonomous Intelligent Systems Agents and Data Mining (AIS-ADM)
wiced;Eurographics Workshop on Intelligent Cinematography and Editing (WICED)
etaps;European Joint Conferences on Theory And Practice of Software (ETAPS)
bpoe;Workshop on Big Data Benchmarks Performance Optimization and Emerging Hardware (BPOE)
gvd;Workshop Grundlagen von Datenbanken (GvD)
clade;Challenges of Large Applications in Distributed Environments (CLADE)
primelife;IFIP Summer School on Privacy and Identity Management
iused;International Workshop on the Interplay between Usability Evaluation and Software Development (I-USED)
geoinformatics;International Conference on Geoinformatics (Geoinformatics)
cwnets;International Workshop on Cognitive Wireless Networks (CWNETS)
isbast;International Symposium on Biometrics and Security Technologies (ISBAST)
eaamo;Conference on Equity and Access in Algorithms Mechanisms and Optimization (EAAMO)
icn;International Conference on Networking (ICN)
comcomap;Computers Communications and IT Applications Conference (ComComAP)
lala;Latin American Conference on Learning Analytics (LALA)
mobilight;Mobile Lightweight Wireless Systems (MOBILIGHT)
icite;International Conferences on Intelligent Transportation Engineering (ICITE)
ami;European Conference on Ambient Intelligence (AmI)
mcu;Machines Computations and Universality (MCU)
wosn;Workshop on Online Social Networks (WOSN)
bdcloud;International Conference on Big Data and Cloud Computing (BdCloud)
ssp;IEEE Workshop on Statistical Signal Processing (SSP)
hopl;History of Programming Languages (HOPL)
dhandnlp-ws;Workshop on Digital Humanities and Natural Language Processing (DHandNLP)
commonsense;International Symposium on Commonsense Reasoning (COMMONSENSE)
sohoma;Service Orientation in Holonic and Multi-Agent Manufacturing (SOHOMA)
ictes;International Workshop on Information-Communication Technologies & Embedded Systems (ICTES)
ifip8-3;Decision Support Systems (DSS)
nmr;Non-Monotonic Reasoning (NMR)
vlsm;Variational Geometric and Level Set Methods in Computer Vision (VLSM)
das;International Workshop on Document Analysis Systems (DAS)
ISCApdcs;Parallel and Distributed Computing and Communications Systems (PDCCS)
socrob;International Conference on Social Robotics (ICSR)
ictai;IEEE International Conference on Tools with Artificial Intelligence (ICTAI)
ima;IMA Conference on Cryptography and Coding (IMACC)
acllaw;Linguistic Annotation Workshop (LAW)
cvbia;Computer Vision for Biomedical Image Applications (CVBIA)
elm;International Conference on Extreme Learning Machine (ELM)
design;International Conference on Design Computing and Cognition (DCC)
mochart;Model Checking and Artificial Intelligence (MoChArt)
viperc;Conference on Visual Pattern Extraction and Recognition for Cultural Heritage Understanding (VIPERC)
ida;International Symposium on Intelligent Data Analysis (IDA)
vigta;International Workshop on Video and Image Ground Truth in Computer Vision Applications (VIGTA)
acl-socialnlp;International Workshop on Natural Language Processing for Social Media (SocialNLP)
mss;IEEE Conference on Mass Storage Systems and Technologies (MSST)
icss;International Conference on Systems Science (ICSS)
ssdgp;International Spring School on Datatype-Generic Programming (SSDGP)
mkm;International Conference on Intelligent Computer Mathematics (CICM)
wrac;Workshop on Radical Agent Concepts (WRAC)
ice-b;International Conference on e-Business (ICE-B)
cnhpca;High Performance Computing and Applications (HPCA)
dc;International Conference on Dublin Core and Metadata Applications (DCMI)
aaate;European Conference on the Advancement of Assistive Technology (AAATE)
egice;Intelligent Computing in Engineering and Architecture (EG-ICE)
dx;Workshop on Principles of Diagnosis (DX)
elpub;International Conference on Electronic Publishing (ELPUB)
photoptics;International Conference on Photonics Optics and Laser Technology (PHOTOPTICS)
wine;Workshop on Internet and Network Economics (WINE)
drc;Device Research Conference (DRC)
eenergy;Energy-Efficient Computing and Networking (e-Energy)
ergoihm;Ergonomie et Interaction Homme-Machine (ErgoIHM)
ais;Artificial Intelligence and Simulation (AIS)
bcbgc;International Conference on Bioinformatics Computational Biology Genomics and Chemoinformatics (BCGBC)
f-ic;Journées Francophones dIngénierie des Connaissances (IC)
gc;International Conferences on Graph Computing (GC)
gsw;Global Scourcing Workshop
ttss;International Workshop on Harnessing Theories for Tool Support for Software (TTSS)
sat;International Conference on Theory and Applications of Satisfiability Testing (SAT)
dac;Design Automation Conference (DAC)
icufn;International Conference on Ubiquitous and Future Networks (ICUFN)
sc-iaaa;Workshop on Irregular Applications Architectures and Algorithms (IA3)
csse;International Conference on Computer Science and Software Engineering (CSSE)
trust;Trust and Trustworthy Computing (TRUST)
ismm;International Symposium on Mathematical Morphology and Its Application to Signal and Image Processing (ISMM)
3pgcic;International Conference on P2P Parallel Grid Cloud and Internet Computing (3PGCIC)
nsad;Workshop on Numerical and Symbolic Abstract Domains (NSAD)
fcc;International Symposium on Frontier and Innovation in Future Computing and Communications (FCC)
sinc;Space Information Networks Conference (SINC)
hotdep;Hot Topics in System Dependability (HotDep)
imsa;Internet Multimedia Systems and Applications (IMSA)
icegov;International Conference on Theory and Practice of Electronic Governance (ICEGOV)
soqua;International Workshop on Software Quality Assurance (SOQUA)
sqamia;Software Quality Analysis Monitoring Improvement and Applications
ncs2;Neuromorphic Computing Symposium (NCS)
cc;International Conference on Compiler Construction (CC)
IEEEssd;International Multi-Conference on Systems Signals & Devices (SSD)
educon;IEEE Global Engineering Education Conference (EDUCON)
icml;International Conference on Machine Learning (ICML)
concur;International Conference on Concurrency Theory (CONCUR)
icsde;International Conference on Smart Digital Environment (ICSDE)
recsys;ACM Conference on Recommender Systems (RecSys)
msn;International Conference on Mobility Sensing and Networking (MSN)
iceute;International Conference on European Transnational Education (ICEUTE)
voteid;International Conference on E-Voting and Identity (VoteID)
newcas;IEEE International New Circuits and Systems Conference (NEWCAS)
acling;International Conference on Arabic Computational Linguistics (ACLING)
ihsi;International Conference on Intelligent Human Systems Integration (IHSI)
iceis;International Conference on Enterprise Information Systems (ICEIS)
meco;Mediterranean Conference on Embedded Computing (MECO)
sigir;Annual International ACM SIGIR Conference on Research and Development in Information Retrieval (SIGIR)
isws;International Symposium on Web Services and Applications (ISWS)
ambisys;International ICST Conference on Ambient Media and Systems (AMBI-SYS)
cmigin;International Workshop on Conflict Management in Global Information Networks (CMiGIN)
enlg;European Workshop on Natural Language Generation (ENLG)
stm;International Workshop on Security and Trust Management (STM)
dasc;Symposium on Dependable Autonomic and Secure Computing (DASC)
iwis;International Workshop on Intelligent Systems (IWIS)
ewcg;European Workshop on Computational Geometry (EuroCG)
ifip13-5;Human Error Safety and Systems Development (HESSD)
IEEEcsa;International Conference on Computer Science and its Applications (CSA)
dmah-ws;International Workshop on Data Management and Analytics for Medicine and Healthcare (DMAH)
alcob;International Conference on Algorithms for Computational Biology (AlCoB)
eurosp;European Symposium on Security and Privacy (EuroS&P)
s-3;MobiHoc S³ Workshop (S³)
chil;Conference on Health Inference and Learning (CHIL)
cser;Conference on Systems Engineering Research (CSER)
3dic;IEEE International Conference on 3D System Integration (3DIC)
stast;Workshop on Socio-Technical Aspects in Security and Trust (STAST)
iwic;International Conference on Intercultural Collaboration (ICIC)
wcflp;Workshop on Curry and Functional Logic Programming (WCFLP)
sucoms;International Conference on Security-Enriched Urban Computing and Smart Grid (SUComS)
sessos;International Workshop on Software Engineering for Systems-of-Systems (SESoS)
asl;ASL Conference
fdtc;Workshop on Fault Diagnosis and Tolerance in Cryptography (FDTC)
icarti;International Conference on Artificial Intelligence and its Applications (icARTi)
vrtch;International Conference on VR Technologies in Cultural Heritage (VRTCH)
insci;International Conference on Internet Science (INSCI)
walcom;International Conference and Workshops on Algorithms and Computation (WALCOM)
plans;Position Location and Navigation Symposium (PLANS)
ifip5-1;Product Lifecycle Management (PLM)
isie;IEEE International Symposium on Industrial Electronics (ISIE)
urbiot;International Conference on IoT in Urban Space (Urb-IoT)
isum;International Conference on Supercomputing in Mexico (ISUM)
civi;IEEE Workshop on Computational Intelligence for Visual Intelligence (CIVI)
isdmci;Intellectual Systems of Decision Making and Problems of Computational Intelligence (ISDMCI)
sma2;International Conference on Smart Media and Applications (SMA)
blockchain;International Congress on Blockchain and Applications (BLOCKCHAIN)
icas;International Conference on Autonomic and Autonomous Systems (ICAS)
estimedia;IEEE Workshop on Embedded Systems for Real-Time Multimedia (ESTIMedia)
hima;IEEE Workshop on Hybrid Intelligent Models and Applications (HIMA)
ccgrid;IEEE/ACM International Symposium on Cluster Cloud and Internet Computing (CCGRID)
caesar;Adapted intEraction with SociAl Robots (cAESAR)
saci;International Symposium on Applied Computational Intelligence and Informatics (SACI)
cfap;Conférence francophone sur lapprentissage automatique (CAP)
calco;Conference on Algebra and Coalgebra in Computer Science (CALCO)
iccit;International Conference on Communications and Information Technology (ICCIT)
lanman;IEEE International Symposium on Local and Metropolitan Area Networks (LANMAN)
dceis;ICEIS Doctoral Consortium (DCEIS)
jsai;JSAI International Symposia on AI (JSAI-isAI)
psivt;Pacific-Rim Symposium on Image and Video Technology (PSIVT)
ssme;International Conference on Services Science Management and Engineering (SSME)
stdbm;International Workshop on Spatio-Temporal Database Management (STDBM)
secrypt;International Conference on Security and Cryptography (SECRYPT)
bic;International Conference on Bioinformatics and Intelligent Computing (BIC)
acid;Algorithms and Complexity in Durham (ACiD)
icacni;International Conference on Advanced Computing Networking and Informatics (ICACNI)
csie;World Congress on Computer Science and Information Engineering (CSIE)
safeconfig;Workshop on Automated Decision Making for Active Cyber Defense (SafeConfig)
iscram-med;International Conference on Information Systems for Crisis Response and Management in Mediterranean Countries (ISCRAM-med)
wnsp;Workshop on Nonlinear Speech Processing (WNSP)
ictd;International Conference on Information and Communication Technologies and Development (ICTD)
anss;Annual Simulation Symposium (ANSS)
mc2;Maple Conference (MC)
wcgo;World Congress on Global Optimization (WCGO)
icmlsc;International Conference on Machine Learning and Soft Computing (ICMLSC)
intellisys;Intelligent Systems and Applications (IntelliSys)
rta;International Conference on Rewriting Techniques and Applications (RTA)
cybersecurity;ASE International Conference on Cyber Security (Cyber Security)
wivec;International Symposium on Wireless Vehicular Communications (WiVeC)
est;International Conference on Emerging Security Technologies (EST)
isspit;IEEE International Symposium on Signal Processing and Information Technology (ISSPIT)
acl-semitic;Workshop on Computational Approaches to Semitic Languages (SEMITIC)
civemsa;International Conference on Computational Intelligence and Virtual Environments for Measurement Systems and Applications (CIVEMSA)
chiir;Conference on Human Information Interaction and Retrieval (CHIIR)
ficta;International Conference on Frontiers in Intelligent Computing Theory and Applications (FICTA)
sast;Brazilian Symposium on Systematic and Automated Software Testing (SAST)
dolap;International Workshop on Data Warehousing and OLAP (DOLAP)
jurse;Joint Urban Remote Sensing Event (JURSE)
bmei;International Conference on BioMedical Engineering and Informatics (BMEI)
wmte;Wireless Mobile and Ubiquitous Technologies in Education (WMUTE)
synasc;Symposium on Symbolic and Numeric Algorithms for Scientific Computing (SYNASC)
esem;International Symposium on Empirical Software Engineering and Measurement (ESEM)
complexsystems;Complex Adaptive Systems
ieaaie;International Conference on Industrial Engineering and Other Applications of Applied Intelligent Systems (IEA/AIE)
brain;Brain Informatics (BI)
lcpc;International Workshop on Languages and Compilers for Parallel Computing (LCPC)
semanticaudio;AES International Conference Semantic Audio
icbbe;International Conferences on Biomedical and Bioinformatics Engineering (ICBBE)
cybersec;International Conference on Cyber Security Cyber Warfare and Digital Forensic (CyberSec)
asc;Artificial Intelligence and Soft Computing (ASC)
wapcv;Workshop on Attention and Performance in Computational Vision (WAPCV)
imdm;Innovative Unternehmensanwendungen mit In-Memory Data Management (IMDM)
ergoia;Ergonomie Et Informatique Avancée (ErgoIA)
hinc;History of Nordic Computing
agro-geoinformatics;International Conference on Agro-Geoinformatics (Agro-Geoinformatics)
acl-louhi;International Workshop on Health Text Mining and Information Analysis (Louhi)
isdfs;International Symposium on Digital Forensics and Security (ISDFS)
cidue;IEEE Symposium on Computational Intelligence in Dynamic and Uncertain Environments (CIDUE)
csb;IEEE Computer Society Computational Systems Bioinformatics Conference (CSB)
acl;Annual Meeting of the Association for Computational Linguistics (ACL)
clima;Computational Logic in Multi-Agent Systems (CLIMA)
sarnoff;Sarnoff Symposium
icmmi;International Conference on Man-Machine Interactions (ICMMI)
iseud;International Symposium on End-User Development (IS-EUD)
ram;IEEE Conference on Robotics Automation and Mechatronics (RAM)
wir;Women In Research (WIR)
vlbv;Very Low Bitrate Video Coding (VLBV)
kaleidoscope;ITU Kaleidoscope Academic Conference (Kaleidoscope)
swqd;International Conference on Software Quality (SWQD)
msept;International Conference on Multicore Software Engineering Performance and Tools (MSEPT)
ifip5-4;IFIP TC5/WG5.4 Publications
cisis-spain;Computational Intelligence in Security for Information Systems (CISIS)
ehealth2;Annual Conference on Health Informatics meets Digital Health (dHealth)
rehab;Workshop on ICTs for improving Patients Rehabilitation Research Techniques (REHAB)
step;Conference on Software Technology and Engineering Practice (STEP)
aofa;International Conference on Probabilistic Combinatorial and Asymptotic Methods for the Analysis of Algorithms (AofA)
modelsward;International Conference on Model-Driven Engineering and Software Development (MODELSWARD)
compstat;International Conference on Computational Statistics (COMPSTAT)
sbcci;Symposium on Integrated Circuits and Systems Design (SBCCI)
iknow;International Conference on Knowledge Management and Knowledge Technologies (I-KNOW)
misc;International Symposium on Modelling and Implementation of Complex Systems (MISC)
alenex;Workshop on Algorithm Engineering and Experimentation (ALENEX)
ewsn;European Conference/Workshop on Wireless Sensor Networks (EWSN)
cain;International Conference on AI Engineering (CAIN)
extremecom;Extreme Conference on Communication (ExtremeCom)
bracis;Brazilian Conference on Intelligent Systems (BRACIS)
respect;Research in Equitable and Sustained Participation in Engineering Computing and Technology (RESPECT)
sbgames;Brazilian Symposium on Computer Games and Digital Entertainment (SBGAMES)
eals;IEEE Symposium on Evolving and Autonomous Learning Systems (EALS)
airs;Asia Information Retrieval Symposium (AIRS)
sccc;International Conference of the Chilean Computer Science Society (SCCC)
setta;International Symposium on Software Engineering Theories Tools and Applications (SETTA)
acl-cmcl;Workshop on Cognitive Modeling and Computational Linguistics (CMCL)
ontobras;Joint Seminar on Ontology Research in Brazil / International Workshop on Metamodels Ontologies and Semantic Technologies (ONTOBRAS-MOST)
acl-tea;Workshop on Natural Language Processing Techniques for Educational Applications (NLP-TEA)
have;IEEE International Workshop/Symposium on Haptic Audio and Visual Environments and Games (HAVE)
secon;Annual IEEE International Conference on Sensing Communication and Networking (SECON)
mb;International Conference on Methods and Techniques in Behavioral Research (MB)
hpcc;IEEE International Conference on High Performance Computing and Communications (HPCC)
lak;International Conference on Learning Analytics and Knowledge (LAK)
icdsp2;International Conference on Digital Signal Processing (ICDSP)
aag;Advances in Architectural Geometry (AAG)
pv;International Packet Video Workshop (PV)
infosechicomnet;International Conference on Security Aspects in Information Technology (InfoSecHiComNet)
csac;Computer Supported Acitivity Coordination (CSAC)
ismco;International Symposium on Mathematical and Computational Oncology (ISMCO)
ifm;International Conference on Integrated Formal Methods (IFM)
saga;Symposium on Stochastic Algorithms Foundations and Applications (SAGA)
ewgdss;International Conference on Decision Support Systems (ICDSST)
ni;International Congress on Nursing Informatics (NI)
icimcs;International Conference on Internet Multimedia Computing and Service (ICIMCS)
sspr;International Workshop on Structural and Syntactic Pattern Recognition (S+SSPR)
mpc;International Conference on Mathematics of Program Construction (MPC)
isse;Information Security Solutions Europe (ISSE)
icwl;International Conference on Advances in Web-Based Learning (ICWL)
isorc;IEEE International Symposium on Real-Time Distributed Computing (ISORC)
ecal;European Conference on Artificial Life (ECAL)
acmturc;ACM Turing Celebration Conference (ACM TUR-C)
dcsmart;International Workshop on Digital Content & Smart Multimedia (DCSMart)
interaction;International Conference on Interaction Sciences (ICIS)
iccd;International Conference on Computer Design (ICCD)
csl;Annual Conference for Computer Science Logic (CSL)
sera;International Conference on Software Engineering Research and Applications (SERA)
fmsb;Formal Methods in Systems Biology (FMSB)
icai;International Conference on Artificial Intelligence (IC-AI)
sem;Redirecting ...
and;Workshop on Analytics for Noisy Unstructured Text Data (AND)
massdata;International Conference on Mass Data Analysis of Images and Signals in Artificial Intelligence and Pattern Recognition (MDA-AI&PR)
IEEEiwcia;International Workshop on Computational Intelligence and Applications (IWCIA)
wfcs;IEEE International Workshop on Factory Communication Systems (WFCS)
iwslt;International Conference on Spoken Language Translation (IWSLT)
hcity;International Biennial Conference Hybrid City (Hybrid City)
zeus;Central-European Workshop on Services and their Composition (ZEUS)
icannga;International Conference on Adaptive and Natural Computing Algorithms (ICANNGA)
iswpc;International Symposium on Wireless Pervasive Computing (ISWPC)
aicts;International Workshop on Advanced Information and Computation Technologies and Systems (AICTS)
new2an;International Conference on Next Generation Teletraffic and Wired/Wireless Advanced Networks and Systems (NEW2AN)
ml;ACM SIGPLAN Workshop on ML (ML)
esiat;International Conference on Environmental Science and Information Application Technology (ESIAT)
bcb;ACM International Conference on Bioinformatics Computational Biology and Biomedicine (BCB)
issnip;International Conference on Intelligent Sensors Sensor Networks and Information Processing (ISSNIP)
datech;Digital Access to Textual Cultural Heritage (DATeCH)
aics;Irish Conference on Artificial Intelligence and Cognitive Science (AICS)
apbpm;Asia Pacific Business Process Management (AP-BPM)
europlop;European Conference on Pattern Languages of Programs (EuroPLoP)
ithings;International Conference on Internet of Things (iThings)
itat;Conference on Theory and Practice of Information Technologies (ITAT)
mcs;International Workshop on Multiple Classifier Systems (MCS)
ifip11-10;International Conference on Critical Infrastructure Protection (ICCIP)
acmiccc;International Conference on Innovative Computing and Cloud Computing (ICCC)
cyconus;International Conference on Cyber Conflict (CyCon U.S.)
waoa;Workshop on Approximation and Online Algorithms (WAOA)
espre-ws;International Workshop on Evolving Security and Privacy Requirements Engineering (ESPRE)
aecia;Afro-European Conference for Industrial Advancement (AECIA)
fogiot;Workshop on Fog Computing and the Internet of Things (Fog-IoT)
vee;International Conference on Virtual Execution Environments (VEE)
eeke;Workshop on Extraction and Evaluation of Knowledge Entities from Scientific Documents (EEKE)
icip;IEEE International Conference on Image Processing (ICIP)
acl-cvsc;Workshop on Continuous Vector Space Models and their Compositionality (CVSC)
softvis;Software Visualization (SOFTVIS)
icce;International Conference on Computers in Education (ICCE)
um;User Modeling Adaptation and Personalization (UMAP)
samt;International Conference on Semantics and Digital Media Technologies (SAMT)
bdaw;International Conference on Big Data and Advanced Wireless Technologies (BDAW)
cslp;Constraint Solving and Language Processing (CSLP)
uis;Umweltinformationssysteme (UIS)
compsens;IEEE Workshop on Merging Fields Of Computational Intelligence And Sensor Technology (CompSens)
ictinnovations;ICT Innovations (ICT Innovations)
siamct;SIAM Conference on Control and its Applications
faabs;IEEE Workshop on Formal Approaches to Agent-Based Systems (FAABS)
mobisys;ACM SIGMOBILE International Conference on Mobile Systems Applications and Services (MobiSys)
iotaas;International Conference on IoT as a Service (IoTaaS)
euvip;European Workshop on Visual Information Processing (EUVIP)
s-bpm-one;International Conference on Subject-Oriented Business Process Management (S-BPM ONE)
uitp;Workshop on User Interfaces for Theorem Provers (UITP)
acalci;Australasian Conference on Artificial Life and Computational Intelligence (ACALCI)
baip;International Conference on Recent Trends in Business Administration and Information Processing (BAIP)
embc;Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)
acsos;International Conference on Autonomic Computing and Self-Organizing Systems (ACSOS)
ukpew;UK Performance Engineering Workshops (UKPEW)
mms;Mobile und Ubiquitäre Informationssysteme (MMS)
nextcomp;Conferences on Next Generation Computing Applications (NextComp)
iconac;International Conference on Automation and Computing (ICAC)
ifsr;IFSR Conversation
iccms;International Conference on Computer Modeling and Simulation (ICCMS)
wcssl;International Workshop on Continual Semi-Supervised Learning (CSSL)
icara;International Conference on Automation Robotics and Applications (ICARA)
tma;Traffic Monitoring and Analysis (TMA)
dttl;International Workshop on Digital Technologies for Teaching and Learning (DTTL)
infoscale;Scalable Information Systems (Infoscale)
webapps;USENIX Conference on Web Application Development (WebApps)
rfidsecasia;Asia Workshop on RFID Security (RFIDSec Asia)
icfem;IEEE International Conference on Formal Engineering Methods (ICFEM)
drcn;International Workshop on the Design of Reliable Communication Networks (DRCN)
icict;International Congress on Information and Communication Technology (ICICT)
psse;Pernambuco Summer School on Software Engineering (PSSE)
eapcogsci;EuroAsianPacific Joint Conference on Cognitive Science (EAPCogSci)
tiwdc;Tyrrhenian Workshop on Digital Communication (TIWDC)
wicsa;Working IEEE/IFIP Conference on Software Architecture (WICSA)
csa3;Conference on Computing Systems and Applications (CSA)
acns;International Conference on Applied Cryptography and Network Security (ACNS)
lamas;Learning and Adaption in Multi-Agent Systems (LAMAS)
delta;Symposium/Workshop on Electronic Design Test and Applications (DELTA)
isdf;Information Security and Digital Forensics (ISDF)
fdm;International Conference on Finite Difference Methods (FDM)
frocos;International Symposium on Frontiers of Combining Systems (FroCoS)
medivis;International Conference on Medical Information Visualisation (MediVis)
icwsm;International Conference on Web and Social Media (ICWSM)
hp3c;International Conference on High Performance Compilation Computing and Communications (HP3C)
micad;Medical Imaging Computer-Aided Diagnosis
icitst;International Conference for Internet Technology and Secured Transactions (ICITST)
simvis;Simulation und Visualisierung (SimVis)
wism;Web Information Systems and Mining (WISM)
ical;International Conference on Automation and Logistics (ICAL)
envirvis-ws;Workshop on Visualisation in Environmental Sciences (EnvirVis)
wci;International Symposium on Women in Computing and Informatics (WCI)
cogmi;International Conference on Cognitive Machine Intelligence (CogMI)
isvlsi;IEEE Computer Society Annual Symposium on VLSI (ISVLSI)
icann;International Conference on Artificial Neural Networks and Machine Learning (ICANN)
clei;Latin American Computing Conference (CLEI)
ccir;China Conference on Information Retrieval (CCIR)
soca;IEEE International Conference on Service-Oriented Computing and Applications (SOCA)
iwde;International Workshop on Digital Engineering (IWDE)
mtdt;Memory Technology Design and Testing (MTDT)
vardial;Workshop on NLP for Similar Languages Varieties and Dialects (VarDial)
icnsc;International Conference on Networking Sensing and Control (ICNSC)
cisim;International Conference on Computer Information Systems and Industrial Management (CISIM)
bfal;International Conference on Brain Function Assessment in Learning (CBDAR)
wgec;International Conference on Genetic and Evolutionary Computing (WGEC)
medprai;Mediterranean Conference on Pattern Recognition and Artificial Intelligence (MedPRAI)
dlog;International Workshop on Description Logics (DL)
dsvis;International Workshop on Design Specification and Verification of Interactive Systems (DSV-IS)
icost;International Conference on Smart Homes and Health Telematics (ICOST)
drm;ACM Digital Rights Management Workshop (DRM)
sfm;International School on Formal Methods for the Design of Computer Communication and Software Systems (SFM)
bdiot2;International Conference on Big Data and Internet of Things (BDIoT)
bibm;IEEE International Conference on Bioinformatics and Biomedicine (BIBM)
rskt;Rough Sets and Knowledge Technology (RSKT)
dataed;International Workshop on Data Systems Education (DataEd)
ispacs;International Symposium on Intelligent Signal Processing and Communication Systems (ISPACS)
wisi;International Workshop on Intelligence and Security Informatics (WISI)
selmas;International Workshop on Software Engineering for Large-Scale Multi-Agent Systems (SELMAS)
ecweb;International Conference on Electronic Commerce and Web Technologies (EC-Web)
isica;International Symposium on Intelligence Computation and Applications (ISICA)
socialinformatics;International Conference on Social Informatics (SocialInformatics)
cbmi;International Conference on Content-Based Multimedia Indexing (CBMI)
witfor;World Information Technology Forum (WITFOR )
bmas;IEEE/ACM International Workshop on Behavioral Modeling and Simulation (BMAS)
micai;Mexican International Conference on Artificial Intelligence (MICAI)
citisens;International Workshop on Citizen in Sensor Networks (CitiSens)
dfn;DFN Tagungen (DFN)
cie;Conference on Computability in Europe (CiE)
midi;Multimedia Interaction Design and Innovation (MIDI)
enter;Information and Communication Technologies in Tourism (ENTER )
zif;ZiF Workshop (ZiF)
e2dc;International Workshop on Energy Efficient Data Centers (E2DC)
annpr;IAPR International Workshop on Artificial Neural Networks in Pattern Recognition (ANNPR)
mata;International Workshop on Mobility Aware Technologies and Applications (MATA)
mobiwac;ACM International Workshop on Mobility Management and Wireless Access (MOBIWAC)
msa;International Conference on Multimedia Systems and Applications (MSA)
sar;SAR Image Analysis Modeling and Techniques (SAR)
fews;Personal Identification and Collaborations Knowledge Mediation and Extraction (EFW)
se;Software Engineering (SE)
ifip8;International Conference on Research and Practical Issues of Enterprise Information Systems (CONFENIS)
dyspan;International Symposium on Dynamic Spectrum Access Networks (DySPAN)
wsfm;Web Services and Formal Methods (WS-FM)
icar;International Conference on Advanced Robotics (ICAR)
acii;Affective Computing and Intelligent Interaction (ACII)
cibb;Computational Intelligence Methods for Bioinformatics and Biostatistics (CIBB)
eamt;European Association for Machine Translation Conferences/Workshops (EAMT)
sesena;International Workshop on Software Engineering for Sensor Network Applications (SESENA)
icppw;International Conference on Parallel Processing (ICPP) - Workshops
trustbus;Trust and Privacy in Digital Business (TrustBus)
amining;Active Mining
eks;Engineering the Knowledge Society (EKS)
iccai;International Conference on Computing and Artificial Intelligence (ICCAI)
det;International Conference on Digital Enterprise Technology (DET)
ococosda;Oriental COCOSDA International Conference on Speech Database and Assessments (O-COCOSDA)
isscc;IEEE International Solid-State Circuits Conference (ISSCC)
emas;International Workshop on Engineering Multi-Agent Systems (EMAS)
bwcca;Broadband and Wireless Computing Communication and Applications (BWCCA)
safeprocess;IFAC Symposium on Fault Detection Supervision and Safety for Technical Processes (SAFEPROCESS)
bmvc;British Machine Vision Conference (BMVC)
icteri;International Conference on Information and Communication Technologies in Education Research and Industrial Applications (ICTERI)
smsociety;International Conference on Social Media & Society (SMSociety)
eee;IEEE International Conference on e-Technology e-Commerce and e-Service (EEE)
cea;Workshop on Multimedia for Cooking and Eating Activities (CEA)
apascience;Technology Mind and Society Conference (APAScience)
deem;Workshop on Data Management for End-To-End Machine Learning (DEEM)
bigcom;International Conference on Big Data Computing and Communications (BigCom)
bird;Bioinformatics Research and Development (BIRD)
IEEEicci;IEEE International Conference on Cognitive Informatics and Cognitive Computing (ICCI*CC)
isrr;International Symposium of Robotics Research (ISRR)
icccsec;International Conference on Artificial Intelligence and Security (ICAIS)
icmt;International Conference on Model Transformation (ICMT)
soli;International Conference on Service Operations and Logistics and Informatics (SOLI)
3dor;Eurographics Workshop on 3D Object Retrieval (3DOR)
spcom;International Conference on Signal Processing and Communications (SPCOM)
nlpke;International Conference on Natural Language Processing and Knowledge Engineering (NLPKE)
tdm;Twente Data Management Workshop (TDM)
clarin;CLARIN Annual Conference
cloudi;International Workshop on Cloud Intelligence (Cloud-I)
xsym;International XML Database Symposium (XSym)
hpcct;High Performance Computing and Cluster Technologies Conference (HPCCT)
jauti;Iberoamerican Conference on Applications and Usability of Interactive TV (jAUTI)
extreme;Extreme Markup Languages®
coea;Component-Oriented Enterprise Applications (COEA)
mlmta;International Conference on Machine Learning Models Technologies and Applications (MLMTA)
iis;International Joint Conferences on Security and Intelligent Information Systems (SIIS)
cirat;IEEE Symposium on Computational Intelligence in Robotic Rehabilitation and Assistive Technologies (CIR2AT)
smartcity;IEEE International Conference on Smart City (SmartCity)
iccae;International Conference on Computer and Automation Engineering (ICCAE)
mcetech;International Conference on eTechnologies (MCETECH)
itcs2;Information Technology Convergence and Services (ITCS )
citi;Congreso Internacional de Tecnologías e Innovación (CITI)
promas;International Workshop on Programming Multi-Agent Systems (ProMAS)
cardis;Smart Card Research and Advanced Application Conference (CARDIS)
acl-spnlp;Workshop on Structured Prediction for NLP (SPNLP)
rc;International Conference on Reversible Computation (RC)
icigp;International Conference on Image and Graphics Processing (ICIGP)
