,author,name,pid
10507,Jennifer Tour Chayes,Jennifer T. Chayes,c/JenniferTChayes
10508,Jennifer Waycott,Jenny Waycott,85/2006
10509,Jennifer Widom,Jennifer Widom,w/JenniferWidom
10510,Jenny Coady,Jenny Coady,144/0426
10511,Jenny Waycott,Jenny Waycott,85/2006
10512,Jennyfer Lawrence Taylor,Jennyfer Lawrence Taylor,173/9990
10513,Jenq Kuen Lee,Jenq Kuen Lee,42/3701
10514,Jenq-Kuen Lee,Jenq Kuen Lee,42/3701
10515,Jens B. Schmitt,Jens B. Schmitt,s/JensBSchmitt
10516,Jens Christian Claussen,Jens Christian Claussen,84/1831
10517,Jens Dietrich 0001,Jens Dietrich 0001,82/2970
10518,Jens Dittrich,Jens Dittrich,d/JensPeterDittrich
10519,Jens Grabowski,Jens Grabowski,g/JensGrabowski
10520,Jens Gravesen,Jens Gravesen,28/1804
10521,Jens Gregor,Jens Gregor,16/1231
10522,Jens Grossklags,Jens Grossklags,28/3855
10523,Jens H. Jahnke,Jens H. Weber,w/JensHWeberJahnke
10524,Jens H. Krüger,Jens H. Krüger,28/11170
10525,Jens H. Weber,Jens H. Weber,w/JensHWeberJahnke
10526,Jens H. Weber-Jahnke,Jens H. Weber,w/JensHWeberJahnke
10527,Jens Harald Krüger,Jens H. Krüger,28/11170
10528,Jens Haueisen,Jens Haueisen,h/JensHaueisen
10529,Jens Knoop,Jens Knoop,k/JensKnoop
10530,Jens Krinke,Jens Krinke,k/JensKrinke
10531,Jens Lagergren,Jens Lagergren,86/3552
10532,Jens Lambrecht,Jens Lambrecht,123/6358
10533,Jens Lehmann 0001,Jens Lehmann 0001,71/4882
10534,Jens Palsberg,Jens Palsberg,p/JPalsberg
10535,Jens Petersen,Jens Petersen,01/9764
10536,Jens Stoye,Jens Stoye,72/3506
10537,Jens Teubner,Jens Teubner,t/JensTeubner
10538,Jens Thilo Teubner,Jens Teubner,t/JensTeubner
10539,Jens Zander,Jens Zander,89/2790
10540,Jens-Peter Dittrich,Jens Dittrich,d/JensPeterDittrich
10541,Jens-Peter Redlich,Jens-Peter Redlich,89/3181
10542,Jeong hwan Jeon,Jeong hwan Jeon,86/8367
10543,Jeong-Gil Ko,JeongGil Ko,73/6533
10544,Jeong-Hyon Hwang,Jeong-Hyon Hwang,97/5585
10545,JeongGil Ko,JeongGil Ko,73/6533
10546,Jeonghong Kim,Jeonghong Kim,225/0444
10547,Jeppe Revall Frisvad,Jeppe Revall Frisvad,96/45
10548,Jeremiah Blocki,Jeremiah Blocki,30/8037
10549,Jeremiah Onaolapo,Jeremiah Onaolapo,178/1987
10550,Jeremy Aarons,Jeremy Aarons,21/9016
10551,Jeremy Blackburn,Jeremy Blackburn,12/8780
10552,Jeremy Buhler,Jeremy Buhler,b/JeremyBuhler
10553,Jeremy D. Buhler,Jeremy Buhler,b/JeremyBuhler
10554,Jeremy Dawson,Jeremy Dawson,211/4346
10555,Jeremy G. Siek,Jeremy G. Siek,78/6212
10556,Jeremy Gibbons,Jeremy Gibbons,53/1090
10557,Jeremy Gummeson,Jeremy Gummeson,59/6837
10558,Jeremy H. Holleman,Jeremy Holleman,59/10286
10559,Jeremy Holleman,Jeremy Holleman,59/10286
10560,Jeremy Johnson,Jeremy Johnson,27/420
10561,Jeremy P. Spinrad,Jeremy P. Spinrad,s/JeremySpinrad
10562,Jeremy S. Smith,Jeremy S. Smith,81/8286
10563,Jeremy Singer,Jeremy Singer,82/2176
10564,Jeremy T. Fineman,Jeremy T. Fineman,37/2868
10565,Jeremy W. Sheaffer,Jeremy W. Sheaffer,90/111
10566,Jeremy Yallop,Jeremy Yallop,35/6244
10567,Jeremy Z. Kolter,J. Zico Kolter,67/2526
10568,Jernej Barbic,Jernej Barbic,75/2016
10569,Jeroen Boydens,Jeroen Boydens,139/7664
10570,Jeroen J. A. Keiren,Jeroen Keiren,58/1928
10571,Jeroen Keiren,Jeroen Keiren,58/1928
10572,Jeroen Keppens,Jeroen Keppens,37/1469
10573,Jeroen van de Graaf,Jeroen van de Graaf,27/6925
10574,Jerome Harri,,
10575,Jerome Knopp,Jerome Knopp,35/11491
10576,Jerry Alan Fails,Jerry Alan Fails,71/3893
10577,Jerry Chou,Jerry Chou 0001,80/9883
10578,Jerry Place,Jerry Place,14/6357
10579,Jerry Spinrad,Jeremy P. Spinrad,s/JeremySpinrad
10580,Jerry Tessendorf,Jerry Tessendorf,62/3400
10581,Jerry den Hartog,Jerry den Hartog,d/JerrydenHartog
10582,Jerzy Marcinkowski,Jerzy Marcinkowski,37/6028
10583,Jerzy Tiuryn,Jerzy Tiuryn,t/JerzyTiuryn
10584,Jerzy Tyszkiewicz,Jerzy Tyszkiewicz,68/5160
10585,Jerzy W. Grzymala-Busse,Jerzy W. Grzymala-Busse,g/JWGrzymalaBusse
10586,Jerzy W. Jaromczyk,Jerzy W. Jaromczyk,98/2736
10587,Jerónimo Castrillón,Jerónimo Castrillón,04/5327
10588,Jerónimo Castrillón Mazo,Jerónimo Castrillón,04/5327
10589,Jes Frellsen,Jes Frellsen,83/8247
10590,Jesper Bengtson,Jesper Bengtson,65/1245
10591,Jesper Buus Nielsen,Jesper Buus Nielsen,43/4040
10592,Jesper Cockx,Jesper Cockx,143/2636
10593,Jesper Kjeldskov,Jesper Kjeldskov,14/1060
10594,Jesper Larsson Träff,Jesper Larsson Träff,t/JLTraff
10595,Jesper N. Tegnér,Jesper Tegnér,24/4407
10596,Jesper Nederlof,Jesper Nederlof,33/7187
10597,Jesper Tegnér,Jesper Tegnér,24/4407
10598,Jesse Clark,Jesse Clark,187/1565
10599,Jesse Davis,Jesse Davis,d/JesseDavis
10600,Jesse Hoey,Jesse Hoey,35/1222
10601,Jesse L. Barlow,Jesse L. Barlow,72/5768
10602,Jesse M. Heines,Jesse M. Heines,81/2034
10603,Jesse Thomason,Jesse Thomason,130/2863
10604,Jessica Burgner,Jessica Burgner-Kahrs,21/5917
10605,Jessica Burgner-Kahrs,Jessica Burgner-Kahrs,21/5917
10606,Jessica Chen-Burger,Yun-Heh Chen-Burger,38/4410
10607,Jessica D. Bayliss,Jessica D. Bayliss,04/6909
10608,Jessica Hammer,Jessica Hammer,57/4427
10609,Jessica Hullman,Jessica Hullman,84/9543
10610,Jessica K. Hodgins,Jessica K. Hodgins,75/3852
10611,Jessica Lin 0001,Jessica Lin 0001,41/3979-1
10612,Jessica Ouyang 0001,Jessica Ouyang 0001,59/9256-1
10613,Jessica R. Hullman,Jessica Hullman,84/9543
10614,Jessie Hui Wang,Hui Wang 0011,79/2151
10615,Jesualdo Tomás Fernández-Breis,Jesualdo Tomás Fernández-Breis,48/4460
10616,Jesus Dario Landa-Silva,Dario Landa Silva,88/4046
10617,Jesus De Loera,Jesús A. De Loera,59/2936
10618,Jesus García Molina,,
10619,Jesus Ángel Velázquez-Iturbide,J. Ángel Velázquez-Iturbide,10/4768
10620,Jesús Labarta,Jesús Labarta,87/4934
10621,Jesús Labarta Mancho,Jesús Labarta,87/4934
10622,Jesús M. González-Barahona,Jesús M. González-Barahona,66/1148
10623,Jesús Martínez del Rincón,Jesús Martínez del Rincón,65/1056
10624,Jesús Vilares,Jesús Vilares,v/JesusVilares
10625,Jesús Vilares Ferro,Jesús Vilares,v/JesusVilares
10626,Jey Han Lau,Jey Han Lau,32/9014
10627,Jeyan Thiyagalingam,Jeyarajan Thiyagalingam,90/1818
10628,Jeyarajan Thiyagalingam,Jeyarajan Thiyagalingam,90/1818
10629,Ji Hwan Park,Ji Hwan Park,55/5955
10630,Ji Liu 0002,Ji Liu 0002,51/4433-2
10631,Ji Ming,,
10632,Ji Won Seo,,
10633,Ji Wu 0002,Ji Wu 0002,91/4957-2
10634,Ji-Hyun Lee,Ji-Hyun Lee,83/5082
10635,Ji-Rong Wen,Ji-Rong Wen,w/JRWen
10636,Ji-Won Seo,Ji-Won Seo,27/229
10637,Ji-Yong Shin,Ji-Yong Shin,07/7063
10638,Ji-yao An,Ji-yao An,42/576
10639,Jia Deng 0001,Jia Deng 0001,07/6526-1
10640,Jia Di,Jia Di,69/1260
10641,Jia Hu,,
10642,Jia Jia 0001,,
10643,Jia Li 0003,,
10644,Jia Liu 0002,,
10645,Jia Liu 0008,,
10646,Jia Liu 0015,Jia Liu 0015,49/1245-15
10647,Jia Pan,Jia Pan,97/896
10648,Jia Rao,Jia Rao,38/618
10649,Jia Wang 0008,Jia Wang 0008,58/6299-8
10650,Jia Wu 0001,Jia Wu 0001,25/5536-1
10651,Jia Wu 0005,Jia Wu 0005,25/5536-5
10652,Jia Xu 0004,Jia Xu 0004,95/3616-4
10653,Jia Yu 0001,Jia Yu 0001,86/3457-1
10654,Jia Zou 0001,Jia Zou 0001,08/4537
10655,Jia-Bin Huang,Jia-Bin Huang,51/1815
10656,Jia-Fu Xu,,
10657,Jia-Guang Sun,Jia-Guang Sun,s/JiaGuangSun
10658,Jia-Guang Sun 0001,Jia-Guang Sun 0001,s/JiaGuangSun-1
10659,Jia-Huai You,Jia-Huai You,y/JiaHuaiYou
10660,Jia-Jie Xu 0001,Jiajie Xu 0001,20/1590
10661,Jia-Ling Wu,Jia-Ling Wu,29/9447
10662,Jia-Shung Wang,Jia-Shung Wang,23/6238
10663,Jiadi Yu,Jiadi Yu,85/3615
10664,Jiafeng Guo,Jiafeng Guo,02/146
10665,Jiafeng Zhou,Jiafeng Zhou,117/5731
10666,Jiaguang Sun,Jiaguang Sun,s/JiaGuangSun
10667,Jiaguang Sun 0001,Jia-Guang Sun 0001,s/JiaGuangSun-1
10668,Jiahai Yang,Jiahai Yang,62/2814
10669,Jiaheng Lu,Jiaheng Lu,l/JiahengLu
10670,Jiahua Jiang,Jiahua Jiang,208/8896
10671,Jiajie Xu 0001,Jiajie Xu 0001,20/1590
10672,Jiajun Bu,Jiajun Bu,50/3147
10673,Jiajun Chen,Jiajun Chen,42/4315
10674,Jiajun Liu,Jiajun Liu,75/5729
10675,Jiajun Wu 0001,Jiajun Wu 0001,117/4768
10676,Jialie Shen,Jialie Shen,33/7046
10677,Jialin Li,Jialin Li,75/4924
10678,Jialin Liu 0001,Jialin Liu 0001,32/5050-1
10679,Jiamou Liu,Jiamou Liu,46/4291
10680,Jian Cao 0001,Jian Cao 0001,50/2102-1
10681,Jian Chen 0006,Jian Chen 0006,49/6002-6
10682,Jian Feng Ma 0001,Jianfeng Ma 0001,12/6604-1
10683,Jian Huang 0006,Jian Huang 0006,51/494-6
10684,Jian Huang 0007,Jian Huang 0007,51/494-7
10685,Jian Li 0015,Jian Li 0015,33/5448-15
10686,Jian Liu 0001,Jian Liu 0001,35/295-1
10687,Jian Liu 0012,Jian Liu 0012,35/295-12
10688,Jian Lu 0001,Jian Lu 0001,38/5132
10689,Jian Lv 0001,Jian Lv 0001,38/5132
10690,Jian Lü 0001,Jian Lü 0001,38/5132
10691,Jian Ma 0004,Jian Ma 0004,26/4870-4
10692,Jian Pei,Jian Pei,p/JianPei
10693,Jian Peng 0001,Jian Peng 0001,29/4181-1
10694,Jian Tang 0001,Jian Tang 0001,t/JianTang
10695,Jian Tang 0008,Jian Tang 0008,181/2667-8
10696,Jian Wang 0016,Jian Wang 0016,39/449-16
10697,Jian Wu 0001,Jian Wu 0001,96/2744-1
10698,Jian Yang 0001,Jian Yang 0001,y/JianYang1
10699,Jian Yun Nie,Jian-Yun Nie,n/JianYunNie
10700,Jian Zhang 0004,Jian Zhang 0004,07/314-4
10701,Jian Zhao 0010,Jian Zhao 0010,70/2932-10
10702,Jian-Feng Ma 0001,Jianfeng Ma 0001,12/6604-1
10703,Jian-Guo Chen,Jian-Guo Chen,18/733
10704,Jian-Hua Chen,Jian-Hua Chen,21/5301
10705,Jian-Hua Yin,Jianhua Yin,68/2053
10706,Jian-Huang Lai,Jian-Huang Lai,78/1117
10707,Jian-Jia Chen,Jian-Jia Chen,70/1961
10708,Jian-Ling Sun,Jianling Sun,53/3693
10709,Jian-Qiang Li 0001,Jianqiang Li 0001,08/2185-1
10710,Jian-She Wu,Jian-She Wu,03/10323
10711,Jian-Xin Wu,,
10712,Jian-Yun Nie,Jian-Yun Nie,n/JianYunNie
10713,Jian-Zhong Li 0001,Jianzhong Li 0001,18/6870-1
10714,Jian-bin Hu,Jian-bin Hu,33/6878
10715,Jian-qiang Li 0001,Jianqiang Li 0001,08/2185-1
10716,Jianbin Huang,Jianbin Huang,80/5460
10717,Jianbin Qin,Jianbin Qin,01/9727
10718,Jianbo Jiao,Jianbo Jiao,150/6622
10719,Jianbo Shi,Jianbo Shi,71/3879
10720,Jianchao Luo,Jianchao Luo,80/8378
10721,Jianer Chen,Jianer Chen,c/JianerChen
10722,Jianfei Cai 0001,Jianfei Cai 0001,83/6096
10723,Jianfei Yin,Jianfei Yin,30/4881
10724,Jianfeng Feng,Jianfeng Feng,19/6212
10725,Jianfeng Ma 0001,Jianfeng Ma 0001,12/6604-1
10726,Jianfeng Yan,Jianfeng Yan,10/3555
10727,Jiang Hu,Jiang Hu,20/5455
10728,Jiang Liu 0001,Jiang Liu 0001,23/108-1
10729,Jiang Ming 0002,Jiang Ming 0002,09/6585-2
10730,Jiang Yu,Jiang Yu,33/2578
10731,Jiang Yu Zheng,Jiang Yu Zheng,07/334
10732,Jiangchuan Liu,Jiangchuan Liu,l/JiangchuanLiu
10733,Jiangfan Yi,Jiangfang Yi,80/10510
10734,Jiangfeng Li,Jiangfeng Li,05/7845
10735,Jianghong Ma,Jianghong Ma,206/9989
10736,Jiangtao Cui,Jiangtao Cui,00/1740
10737,Jiangtao Wang,Jiangtao Wang,89/1891
10738,Jiangtao Wen,Jiangtao Wen,67/5635
10739,Jianguo Chen,Jianguo Chen,18/733
10740,Jianguo Lu,Jianguo Lu,52/6415
10741,Jianguo Wang 0001,Jianguo Wang 0001,64/1071-1
10742,Jianguo Xiao,Jianguo Xiao,39/1115
10743,Jianguo Yao,Jianguo Yao,34/6356
10744,Jianguo Zhang 0001,Jianguo Zhang 0001,90/6415-1
10745,Jianhua Chen,Jianhua Chen,21/5301
10746,Jianhua Feng,Jianhua Feng,43/6576
10747,Jianhua He,Jianhua He,40/3669
10748,Jianhua Ruan,Jianhua Ruan,65/4771
10749,Jianhua Shao 0001,Jianhua Shao 0001,18/5047-1
10750,Jianhua Sun 0002,Jianhua Sun 0002,36/1447-2
10751,Jianhua Yin,Jianhua Yin,68/2053
10752,Jianhua Zhao,Jianhua Zhao,31/5664
10753,Jianhuang Lai,Jian-Huang Lai,78/1117
10754,Jianhui Jiang,Jianhui Jiang,52/6490
10755,Jianhui Tian,Jeff Tian,t/JeffTian
10756,Jianjun Chen 0005,Jianjun Chen 0005,20/1036-5
10757,Jianjun Hu,Jianjun Hu,53/5821
10758,Jianjun Huang 0001,Jianjun Huang 0001,41/2181-1
10759,Jianke Zhu,Jianke Zhu,10/4016
10760,Jianliang Xu,Jianliang Xu,x/JianliangXu
10761,Jianlin Cheng,Jianlin Cheng,11/5762
10762,Jianling Sun,Jianling Sun,53/3693
10763,Jianlong Wu,Jianlong Wu,170/4643
10764,Jianmin Jiang,Jianmin Jiang,13/1729
10765,Jianmin Li 0001,Jianmin Li 0001,71/5930-1
10766,Jianmin Wang 0001,Jianmin Wang 0001,06/3456-1
10767,Jianmin Wang 0013,Jianmin Wang 0013,06/3456-13
10768,Jianmin Zheng,Jianmin Zheng,09/5452
10769,Jiann-Shiun Yuan,Jiann-Shiun Yuan,05/9468
10770,Jiann-Shuin Yuan,Jiann-Shiun Yuan,05/9468
10771,Jiannan Wang,Jiannan Wang,39/7183
10772,Jiannong Cao 0001,Jiannong Cao 0001,c/JiannongCao
10773,Jianping Pan 0001,Jianping Pan 0001,p/JianpingPan
10774,Jianping Wang 0001,Jianping Wang 0001,21/1550-1
10775,Jianping Wu,Jianping Wu,82/4905
10776,Jianping Zeng 0002,Jianping Zeng 0002,79/2024-2
10777,Jianqiang Li 0001,Jianqiang Li 0001,08/2185-1
10778,Jianqin Yin,Jianqin Yin,21/2631
10779,Jianshe Wu,Jianshe Wu,03/10323
10780,Jiantao Jiao,Jiantao Jiao,43/8919
10781,Jianting Zhang,Jianting Zhang,55/2716
10782,Jianwei Lu,Jianwei Lu,146/1742
10783,Jianwei Niu 0001,Jianwei Niu 0001,25/4653-1
10784,Jianwei Niu 0002,Jianwei Niu 0002,25/4653-2
10785,Jianwei Yin,Jianwei Yin,74/3786
10786,Jianwei Zhang 0001,Jianwei Zhang 0001,z/JianweiZhang1
10787,Jianwei Zhuge,Jianwei Zhuge,15/3840
10788,Jianwen Su,Jianwen Su,s/JWSu
10789,Jianxi Fan,Jianxi Fan,93/2399
10790,Jianxia Xue,Jianxia Xue,60/5094
10791,Jianxin Li 0002,Jianxin Li 0002,l/JianxinLi-2
10792,Jianxin Liao,Jianxin Liao,60/4951
10793,Jianxin Lin,Jianxin Lin,164/9334
10794,Jianxin Wu 0001,Jianxin Wu 0001,w/JianxinWu
10795,Jianyang Zeng,Jianyang Zeng,59/6722
10796,Jianye Yang,Jianye Yang,181/9099
10797,Jianying Zhou 0001,Jianying Zhou 0001,z/JianyingZhou
10798,Jianyong Wang 0001,Jianyong Wang 0001,24/2006
10799,Jianyun Nie,Jian-Yun Nie,n/JianYunNie
10800,Jianzhong Li 0001,Jianzhong Li 0001,18/6870-1
10801,Jianzhong Qi 0001,Jianzhong Qi 0001,41/1074-1
10802,Jianzhu Ma,Jianzhu Ma,24/9080
10803,Jiaole Wang,Jiaole Wang,153/7840
10804,Jiapeng Zhang,Jiapeng Zhang,38/9461
10805,Jiaqing Luo,Jiaqing Luo,64/3983
10806,Jiasi Chen,Jiasi Chen,35/9005
10807,Jiasu Sun,Jiasu Sun,76/2820
10808,Jiawei Han 0001,Jiawei Han 0001,h/JiaweiHan
10809,Jiawei Zhang 0001,Jiawei Zhang 0001,10/239-1
10810,Jiaxin Mao,Jiaxin Mao,174/8367
10811,Jiaxin Zhu,Jiaxin Zhu,150/8816
10812,Jiaxing Song,Jiaxing Song,99/5561
10813,Jiaya Jia,Jiaya Jia,31/5649
10814,Jiaying Liu 0001,Jiaying Liu 0001,32/197
10815,Jiayu Zhou,Jiayu Zhou,73/1353
10816,Jicheng Hu,Jicheng Hu,81/4458
10817,Jidong Xiao,Jidong Xiao,119/7654
10818,Jidong Zhai,Jidong Zhai,72/7413
10819,Jie (Jayne) Wu,Jie Wu 0013,w/JieWu13
10820,Jie Chen 0026,Jie Chen 0026,92/6289-26
10821,Jie Fu,Jie Fu,16/7565
10822,Jie Gao 0001,Jie Gao 0001,g/JieGao
10823,Jie Gu 0001,Jie Gu 0001,20/6440-1
10824,Jie Hao,Jie Hao,80/4735
10825,Jie Jiang,Jie Jiang,32/7018
10826,Jie Li 0001,Jie Li 0001,17/2703-1
10827,Jie Lin,Jie Lin,88/6731
10828,Jie Lu 0001,Jie Lu 0001,39/2936-1
10829,Jie Lu 0005,Jie Lu 0005,39/2936-5
10830,Jie M. Zhang,Jie M. Zhang,84/6889-50
10831,Jie Shao,Jie Shao,02/5139
10832,Jie Shen 0005,Jie Shen 0005,32/1203-5
10833,Jie Shen 0013,Jie Shen 0013,32/1203-13
10834,Jie Tang 0001,Jie Tang 0001,t/JieTang
10835,Jie Wang 0002,Jie Wang 0002,29/5259-2
10836,Jie Wei,Jie Wei,35/3800
10837,Jie Wu 0001,Jie Wu 0001,w/JieWu1
10838,Jie Wu 0003,Jie Wu 0003,w/JieWu3
10839,Jie Wu 0013,Jie Wu 0013,w/JieWu13
10840,Jie Xiong 0001,Jie Xiong 0001,75/198-1
10841,Jie Xu 0007,Jie Xu 0007,37/5126-7
10842,Jie Yang 0003,Jie Yang 0003,12/1198-3
10843,Jie Yang 0028,Jie Yang 0028,12/1198-28
10844,Jie Ying Wu,Jie Ying Wu,233/0069
10845,Jie Zhang 0002,Jie Zhang 0002,84/6889-2
10846,Jie Zhang 0008,Jie Zhang 0008,84/6889-8
10847,Jie Zhang 0048,Jie Zhang 0048,84/6889-48
10848,Jie Zhang 0050,Jie Zhang 0050,84/6889-50
10849,Jie Zhao 0003,Jie Zhao 0003,23/3168-3
10850,Jie Zheng 0002,Jie Zheng 0002,94/190-2
10851,Jiebo Luo,Jiebo Luo,25/5545
10852,Jieh Hsiang,Jieh Hsiang,34/6284
10853,Jieyan Liu,Jieyan Liu,169/1053
10854,Jifeng Xuan,Jifeng Xuan,86/4142
10855,Jignesh M. Patel,Jignesh M. Patel,p/JMPatel
10856,Jih-Kwon Peir,Jih-Kwon Peir,36/468
10857,Jihad Al Ja'am,Jihad Mohamad Jaam,85/80
10858,Jihad M. Alja'am,Jihad Mohamad Jaam,85/80
10859,Jihad Mohamad Al Ja'am,Jihad Mohamad Jaam,85/80
10860,Jihad Mohamad Al'Jaam,Jihad Mohamad Jaam,85/80
10861,Jihad Mohamad Jaam,Jihad Mohamad Jaam,85/80
10862,Jihong Kim 0001,Jihong Kim 0001,74/2683
10863,Jihong Yan,Jihong Yan,29/4520
10864,Jihong Zhu 0001,Jihong Zhu 0001,76/7037-1
10865,Jihua Zhu,Jihua Zhu,01/3607
10866,Jihun Ham,Jihun Hamm,69/7426
10867,Jihun Hamm,Jihun Hamm,69/7426
10868,Jijun Tang,Jijun Tang,21/234
10869,Jiliang Tang,Jiliang Tang,64/10812
10870,Jiliang Wang,Jiliang Wang,75/3699
10871,Jiliang Zhang 0002,Jiliang Zhang 0002,04/1262-2
10872,Jill Dolata,Jill Dolata,263/5031
10873,Jilles Vreeken,Jilles Vreeken,94/6462
10874,Jim Alves-Foss,Jim Alves-Foss,15/2648
10875,Jim Austin,Jim Austin,a/JimAustin
10876,Jim Bezdek,James C. Bezdek,07/1057
10877,Jim Buffenbarger,Jim Buffenbarger,48/3419
10878,Jim Canning,James Canning,42/6356
10879,Jim Carter,Jim Carter,29/3488
10880,Jim Davies,Jim Davies,66/4336
10881,Jim Davis,Jim Davis,65/3435
10882,Jim Demmel,James Demmel,d/JDemmel
10883,Jim Dowling,Jim Dowling,d/JimDowling
10884,Jim Foley 0001,James D. Foley,f/JamesDFoley
10885,Jim Greer,Jim E. Greer,81/2427
10886,Jim Griffioen,Jim Griffioen,g/JimGriffioen
10887,Jim Hendler,James A. Hendler,h/JamesAHendler
10888,Jim Herbsleb,James D. Herbsleb,h/JamesDHerbsleb
10889,Jim Hollan,Jim Hollan,h/JamesDHollan
10890,Jim Ji,,
10891,Jim Kurose,,
10892,Jim Laird,,
10893,Jim Lathrop,,
10894,Jim Leone,,
10895,Jim Little 0001,,
10896,Jim Martin,,
10897,Jim Martin 0001,,
10898,Jim McCann,,
10899,Jim Purtilo,,
10900,Jim R. Davies,,
10901,Jim R. Larus,,
10902,Jim Rehg,,
10903,Jim Waldo,,
10904,Jim Warren 0001,,
10905,Jim Whitehead,,
10906,Jim Woodcock,Jim Woodcock,w/JWoodcock
10907,Jim X. Chen,Jim X. Chen,76/592
10908,Jimeng Sun,Jimeng Sun,54/4948
10909,Jiming Liu 0001,Jiming Liu 0001,l/JimingLiu-1
10910,Jimmy Ba,Jimmy Ba,78/9117
10911,Jimmy H. M. Lee,Jimmy Ho-Man Lee,l/JimmyHoManLee
10912,Jimmy Ho-Man Lee,Jimmy Ho-Man Lee,l/JimmyHoManLee
10913,Jimmy J. Lin,,
10914,Jimmy Jiang Liu,Jiang Liu 0001,23/108-1
10915,Jimmy Lin,Jimmy Lin,00/7739
10916,Jimson Mathew,Jimson Mathew,93/1946
10917,Jin Chen 0004,Jin Chen 0004,03/5287-4
10918,Jin Cheng,Jin Cheng,84/4201
10919,Jin Huang 0001,Jin Huang 0001,49/2488-1
10920,Jin Huang 0002,Jin Huang 0002,49/2488-2
10921,Jin Huang 0009,Jin Huang 0009,49/2488-9
10922,Jin Lu,Jin Lu,33/863
10923,Jin Ryong Kim,Jin Ryong Kim,79/4704
10924,Jin Song Dong,Jin Song Dong,33/6517
10925,Jin Tian 0001,Jin Tian 0001,04/4658-1
10926,Jin Wang 0009,Jin Wang 0009,92/1375-9
10927,Jin Xu 0002,Jin Xu 0002,97/3265-2
10928,Jin Zhang 0001,Jin Zhang 0001,43/6657-1
10929,Jin Zhao 0001,Jin Zhao 0001,97/4765-1
10930,Jin-Hee Cho,Jin-Hee Cho,71/2230
10931,Jin-Ho Lee,Jin-Ho Lee,62/757
10932,Jin-Soo Kim 0001,Jin-Soo Kim 0001,45/1315-1
10933,Jin-Yi Cai,Jin-Yi Cai,c/JinyiCai
10934,Jin-yi Cai,Jin-Yi Cai,c/JinyiCai
10935,Jinah Park,Jinah Park,97/6425
10936,Jinbo Bi,Jinbo Bi,26/3430
10937,Jinbo Xu,Jinbo Xu,45/2923
10938,Jinchuan Chen,Jinchuan Chen,25/1610
10939,Jinfei Liu,Jinfei Liu,89/9935
10940,Jing (Dave) Tian,Jing (Dave) Tian,159/0537
10941,Jing (Selena) He,Selena He,85/93-1
10942,Jing Chen 0001,Jing Chen 0001,27/4364-1
10943,Jing Deng 0001,Jing Deng 0001,06/6599-1
10944,Jing Gao 0004,Jing Gao 0004,67/4834-4
10945,Jing He,Jing He,85/93
10946,Jing He 0001,Selena He,85/93-1
10947,Jing Hua,,
10948,Jing Huo,Jing Huo,38/9090
10949,Jing Jiang 0001,Jing Jiang 0001,68/1974-1
10950,Jing Jiang 0002,Jing Jiang 0002,68/1974-2
10951,Jing Jing Wang,Jing Jing Wang,62/2631
10952,Jing Kong,Jing Kong,24/1060
10953,Jing Li 0002,Jing Li 0002,l/JingLi2
10954,Jing Li 0025,Jing Li 0025,l/JingLi25
10955,Jing Li 0073,Jing Li 0073,181/2820-73
10956,Jing Liao 0001,Jing Liao 0001,48/5348-1
10957,Jing Liu 0006,Jing Liu 0006,72/2590-6
10958,Jing Ma 0004,Jing Ma 0004,96/6129-4
10959,Jing Ren,Jing Ren,83/709
10960,Jing Selena He,Selena He,85/93-1
10961,Jing Sun 0002,Jing Sun 0002,s/JingSun2
10962,Jing Wu 0004,Jing Wu 0004,88/3604-4
10963,Jing Xiao 0001,Jing Xiao 0001,67/4008-1
10964,Jing Yang 0001,Jing Yang 0001,62/5839-1
10965,Jing Zhang 0001,Jing Zhang 0001,05/3499-1
10966,Jing-Jing Wang,Jing-Jing Wang,62/2631
10967,Jing-Ling Xue,,
10968,Jing-Yu Wang 0001,Jingyu Wang 0001,37/2749-1
10969,Jing-jing Wang,Jing-jing Wang,62/2631
10970,JingJing Wang,JingJing Wang,62/2631
10971,JingZheng Wu,JingZheng Wu,96/10278
10972,Jingbo Shang,Jingbo Shang,151/3145
10973,Jinghui Chen,Jinghui Chen,67/5633
10974,Jinghui Cheng,Jinghui Cheng,120/4206
10975,Jingjin Yu,Jingjin Yu,45/497
10976,Jingjing Li 01,,
10977,Jingjing Wang,Jingjing Wang,62/2631
10978,Jingke Li,Jingke Li,16/863
10979,Jingkuan Song,Jingkuan Song,70/10575
10980,Jingling Xue,Jingling Xue,x/JinglingXue
10981,Jingqiang Lin,Jingqiang Lin,57/4208
10982,Jingru Zhang,Jingru Zhang,22/10441
10983,Jingrui He,Jingrui He,34/2685
10984,Jingtao Wang,Jingtao Wang,36/54
10985,Jingtao Yao,,
10986,Jinguang Han,Jinguang Han,77/9673
10987,Jingwei Li,Jingwei Li,92/7728
10988,Jingwen Leng,Jingwen Leng,131/5131
10989,Jingya Wang,Jingya Wang,03/10570
10990,Jingya Zhou,Jingya Zhou,50/6002
10991,Jingye Cai,Jingye Cai,48/9929
10992,Jingyi Yu,Jingyi Yu,58/4808
10993,Jingyong Su,Jingyong Su,82/8615
10994,Jingyu Wang 0001,Jingyu Wang 0001,37/2749-1
10995,Jingyuan Wang,Jingyuan Wang,75/5135
10996,Jingyuan Yang 0002,Jingyuan Yang 0002,174/2233-2
